feature_accum_x,failure_rate
24069533760.0,0.0
24269533760.0,0.0
24469533760.0,0.0
24669533760.0,0.0
24869533760.0,0.0
25069533760.0,0.0
25269533760.0,0.0
25469533760.0,0.0
25669533760.0,0.0
25869533760.0,0.0
26069533760.0,0.0
26269533760.0,0.0
26469533760.0,0.0
26669533760.0,0.0
26869533760.0,0.0
27069533760.0,0.0
27269533760.0,0.0
27469533760.0,0.0
27669533760.0,0.0
27869533760.0,0.0
28069533760.0,0.0
28269533760.0,0.0
28469533760.0,0.0
28669533760.0,0.0
28869533760.0,0.0
29069533760.0,0.0
29269533760.0,0.0
29469533760.0,0.0
29669533760.0,0.0
29869533760.0,0.0
30069533760.0,0.0
30269533760.0,0.0
30469533760.0,0.0
30669533760.0,0.0
30869533760.0,0.0
31069533760.0,0.0
31269533760.0,0.0
31469533760.0,0.0
31669533760.0,0.0
31869533760.0,0.0
32069533760.0,0.0
32269533760.0,0.0
32469533760.0,0.0
32669533760.0,0.0
32869533760.0,0.0
33069533760.0,0.0
33269533760.0,0.0
33469533760.0,0.0
33669533760.0,0.0
33869533760.0,0.0
34069533760.0,0.0
34269533760.0,0.0
34469533760.0,0.0
34669533760.0,0.0
34869533760.0,0.0
35069533760.0,0.0
35269533760.0,0.0
35469533760.0,0.0
35669533760.0,0.0
35869533760.0,0.0
36069533760.0,0.0
36269533760.0,0.0
36469533760.0,0.0
36669533760.0,0.0
36869533760.0,0.0
37069533760.0,0.0
37269533760.0,0.0
37469533760.0,0.0
37669533760.0,0.0
37869533760.0,0.0
38069533760.0,0.0
38269533760.0,0.0
38469533760.0,0.0
38669533760.0,0.0
38869533760.0,0.0
39069533760.0,0.0
39269533760.0,0.0
39469533760.0,0.0
39669533760.0,0.0
39869533760.0,0.0
40069533760.0,0.0
40269533760.0,0.0
40469533760.0,0.0
40669533760.0,0.0
40869533760.0,0.0
41069533760.0,0.0
41269533760.0,0.0
41469533760.0,0.0
41669533760.0,0.0
41869533760.0,0.0
42069533760.0,0.0
42269533760.0,0.0
42469533760.0,0.0
42669533760.0,0.0
42869533760.0,0.0
43069533760.0,0.0
43269533760.0,0.0
43469533760.0,0.0
43669533760.0,0.0
43869533760.0,0.0
44069533760.0,0.0
44269533760.0,0.0
44469533760.0,0.0
44669533760.0,0.0
44869533760.0,0.0
45069533760.0,0.0
45269533760.0,0.0
45469533760.0,0.0
45669533760.0,0.0
45869533760.0,0.0
46069533760.0,0.0
46269533760.0,0.0
46469533760.0,0.0
46669533760.0,0.0
46869533760.0,0.0
47069533760.0,0.0
47269533760.0,0.0
47469533760.0,0.0
47669533760.0,0.0
47869533760.0,0.0
48069533760.0,0.0
48269533760.0,0.0
48469533760.0,0.0
48669533760.0,0.0
48869533760.0,0.0
49069533760.0,0.0
49269533760.0,0.0
49469533760.0,0.0
49669533760.0,0.0
49869533760.0,0.0
50069533760.0,0.0
50269533760.0,0.0
50469533760.0,0.0
50669533760.0,0.0
50869533760.0,0.0012987012987012987
51069533760.0,0.0012787723785166241
51269533760.0,0.0012422360248447205
51469533760.0,0.0012077294685990338
51669533760.0,0.0011641443538998836
51869533760.0,0.0011235955056179776
52069533760.0,0.0010905125408942203
52269533760.0,0.0010526315789473684
52469533760.0,0.0010183299389002036
52669533760.0,0.0009852216748768472
52869533760.0,0.0009551098376313276
53069533760.0,0.0009302325581395349
53269533760.0,0.0009090909090909091
53469533760.0,0.0008888888888888889
53669533760.0,0.0008688097306689834
53869533760.0,0.0008417508417508417
54069533760.0,0.0008130081300813008
54269533760.0,0.0007880220646178094
54469533760.0,0.0007680491551459293
54669533760.0,0.0007496251874062968
54869533760.0,0.0007352941176470588
55069533760.0,0.0007215007215007215
55269533760.0,0.000708215297450425
55469533760.0,0.0006949270326615705
55669533760.0,0.0006788866259334691
55869533760.0,0.0006640106241699867
56069533760.0,0.0006514657980456026
56269533760.0,0.0006393861892583121
56469533760.0,0.0006269592476489029
56669533760.0,0.0006150061500615006
56869533760.0,0.0006045949214026602
57069533760.0,0.0005945303210463733
57269533760.0,0.000585480093676815
57469533760.0,0.0005757052389176742
57669533760.0,0.0005668934240362812
57869533760.0,0.0005586592178770949
58069533760.0,0.0005497526113249038
58269533760.0,0.0005422993492407809
58469533760.0,0.0005341880341880342
58669533760.0,0.0005268703898840885
58869533760.0,0.0005200208008320333
59069533760.0,0.0005125576627370579
59269533760.0,0.0005053057099545225
59469533760.0,0.0004985044865403788
59669533760.0,0.0004914004914004914
59869533760.0,0.0004837929366231253
60069533760.0,0.0004775549188156638
60269533760.0,0.00047080979284369113
60469533760.0,0.00046490004649000463
60669533760.0,0.0004589261128958238
60869533760.0,0.0004520795660036166
61069533760.0,0.00044603033006244426
61269533760.0,0.00044033465433729633
61469533760.0,0.00043497172683775554
61669533760.0,0.00043047783039173483
61869533760.0,0.0004253509145044662
62069533760.0,0.00042087542087542086
62269533760.0,0.00041649312786339027
62469533760.0,0.0004116920543433512
62669533760.0,0.0004068348250610252
62869533760.0,0.0004020908725371934
63069533760.0,0.00039761431411530816
63269533760.0,0.0003929273084479371
63469533760.0,0.00038804811796662784
63669533760.0,0.0003837298541826554
63869533760.0,0.0003795066413662239
64069533760.0,0.000376081233546446
64269533760.0,0.0003729951510630362
64469533760.0,0.00037023324694557573
64669533760.0,0.0003671071953010279
64869533760.0,0.00036403349108117945
65069533760.0,0.000361271676300578
65269533760.0,0.00035803795202291446
65469533760.0,0.00035523978685612787
65669533760.0,0.0003527336860670194
65869533760.0,0.00035014005602240897
66069533760.0,0.0003475842891901286
66269533760.0,0.00034518467380048324
66469533760.0,0.00034281796366129587
66669533760.0,0.00034071550255536625
66869533760.0,0.00033898305084745765
67069533760.0,0.00033760972316002703
67269533760.0,0.0003370407819346141
67469533760.0,0.0003370407819346141
67669533760.0,0.0003370407819346141
67869533760.0,0.0003370407819346141
68069533760.0,0.0003370407819346141
68269533760.0,0.0003370407819346141
68469533760.0,0.0003370407819346141
68669533760.0,0.0003370407819346141
68869533760.0,0.0003370407819346141
69069533760.0,0.0003370407819346141
69269533760.0,0.0003370407819346141
69469533760.0,0.0003370407819346141
69669533760.0,0.0003370407819346141
69869533760.0,0.0003370407819346141
70069533760.0,0.0003370407819346141
70269533760.0,0.0003370407819346141
70469533760.0,0.0003370407819346141
70669533760.0,0.0003370407819346141
70869533760.0,0.0003370407819346141
71069533760.0,0.0003370407819346141
71269533760.0,0.0003370407819346141
71469533760.0,0.0003370407819346141
71669533760.0,0.0003370407819346141
71869533760.0,0.0003370407819346141
72069533760.0,0.0003370407819346141
72269533760.0,0.0003370407819346141
72469533760.0,0.0003370407819346141
72669533760.0,0.0003370407819346141
72869533760.0,0.0003370407819346141
73069533760.0,0.0003370407819346141
73269533760.0,0.0003370407819346141
73469533760.0,0.0003370407819346141
73669533760.0,0.0003370407819346141
73869533760.0,0.0003370407819346141
74069533760.0,0.0003370407819346141
74269533760.0,0.0003370407819346141
74469533760.0,0.0003370407819346141
74669533760.0,0.0003370407819346141
74869533760.0,0.0003370407819346141
75069533760.0,0.0003370407819346141
75269533760.0,0.0003370407819346141
75469533760.0,0.0003370407819346141
75669533760.0,0.0003370407819346141
75869533760.0,0.0003370407819346141
76069533760.0,0.0003370407819346141
76269533760.0,0.0003370407819346141
76469533760.0,0.0003370407819346141
76669533760.0,0.0003370407819346141
76869533760.0,0.0003370407819346141
77069533760.0,0.0003370407819346141
77269533760.0,0.0003370407819346141
77469533760.0,0.0003370407819346141
77669533760.0,0.0003370407819346141
77869533760.0,0.0003370407819346141
78069533760.0,0.0003370407819346141
78269533760.0,0.0003370407819346141
78469533760.0,0.0003370407819346141
78669533760.0,0.0003370407819346141
78869533760.0,0.0003370407819346141
79069533760.0,0.0003370407819346141
79269533760.0,0.0003370407819346141
79469533760.0,0.0003370407819346141
79669533760.0,0.0003370407819346141
79869533760.0,0.0003370407819346141
80069533760.0,0.0003370407819346141
80269533760.0,0.0003370407819346141
80469533760.0,0.0003370407819346141
80669533760.0,0.0003370407819346141
80869533760.0,0.0003370407819346141
81069533760.0,0.0003370407819346141
81269533760.0,0.0003370407819346141
81469533760.0,0.0003370407819346141
81669533760.0,0.0003370407819346141
81869533760.0,0.0003370407819346141
82069533760.0,0.0003370407819346141
82269533760.0,0.0003370407819346141
82469533760.0,0.0003370407819346141
82669533760.0,0.0003370407819346141
