feature_accum_x,failure_rate
0.0,0.0
100.0,0.0
200.0,0.0
300.0,0.0
400.0,0.0
500.0,0.0
600.0,0.0
700.0,0.0
800.0,0.0
900.0,0.0
1000.0,0.0
1100.0,0.0
1200.0,0.0
1300.0,0.0
1400.0,0.0
1500.0,0.0
1600.0,0.0
1700.0,0.0
1800.0,0.0
1900.0,0.0
2000.0,0.0
2100.0,0.0
2200.0,0.0
2300.0,0.0
2400.0,0.0
2500.0,0.0
2600.0,0.0
2700.0,0.0
2800.0,0.0
2900.0,0.0
3000.0,0.0
3100.0,0.0
3200.0,0.0
3300.0,0.0
3400.0,0.0
3500.0,0.0
3600.0,0.0
3700.0,0.0
3800.0,0.0
3900.0,0.0
4000.0,0.0
4100.0,0.0
4200.0,0.0
4300.0,0.0
4400.0,0.0
4500.0,0.0
4600.0,0.0
4700.0,0.0
4800.0,0.0
4900.0,0.0
5000.0,0.0
5100.0,0.0
5200.0,0.0
5300.0,0.0
5400.0,0.0
5500.0,0.0
5600.0,0.0
5700.0,0.0
5800.0,0.0
5900.0,0.0
6000.0,0.0
6100.0,0.0
6200.0,0.0
6300.0,0.0
6400.0,0.0
6500.0,0.0
6600.0,0.0
6700.0,0.0
6800.0,0.0
6900.0,0.0
7000.0,0.0
7100.0,0.0
7200.0,0.0
7300.0,0.0
7400.0,0.0
7500.0,0.0
7600.0,0.0
7700.0,0.0
7800.0,0.0
7900.0,0.0
8000.0,0.0
8100.0,0.0
8200.0,0.0
8300.0,0.0
8400.0,0.0
8500.0,0.0
8600.0,0.0
8700.0,0.0
8800.0,0.0
8900.0,0.0
9000.0,0.0
9100.0,0.0
9200.0,0.0
9300.0,0.0
9400.0,0.0
9500.0,0.0
9600.0,0.0
9700.0,0.0
9800.0,0.0
9900.0,0.0
10000.0,0.0
10100.0,0.0
10200.0,0.0
10300.0,0.0
10400.0,0.0
10500.0,0.0
10600.0,0.0
10700.0,0.0
10800.0,0.0
10900.0,0.0
11000.0,0.00011442956860052638
11100.0,0.00011330160888284614
11200.0,0.0001121201928467317
11300.0,0.00011097547442015315
11400.0,0.0002197560707614548
11500.0,0.00021767522855898998
11600.0,0.00021565667457407807
11700.0,0.00021367521367521368
11800.0,0.00021166260979997884
11900.0,0.00020984156961494072
12000.0,0.00020805159679600541
12100.0,0.00020622808826562179
12200.0,0.00020449897750511248
12300.0,0.0002027780594139714
12400.0,0.0002011465352509303
12500.0,0.00019948134849391582
12600.0,0.00019784350578692255
12700.0,0.0001962901167926195
12800.0,0.0001948368241597662
12900.0,0.00019336749492410325
13000.0,0.00019188333493236112
13100.0,0.0001904036557501904
13200.0,0.0001889644746787604
13300.0,0.00018758206715438003
13400.0,0.00018621973929236498
13500.0,0.0001849112426035503
13600.0,0.00018351991191044228
13700.0,0.00018224895206852561
13800.0,0.0001809299800977022
13900.0,0.00017962996227770793
14000.0,0.00017844396859386153
14100.0,0.00017728924740714476
14200.0,0.00017616489033735576
14300.0,0.0001751006828926633
14400.0,0.00017392816766675364
14500.0,0.00017289073305670817
14600.0,0.00017188037126160193
14700.0,0.00017088174982911826
14800.0,0.00016985138004246286
14900.0,0.0001688761293591151
15000.0,0.00016791201410460918
15100.0,0.0001670564650851988
15200.0,0.00016625103906899418
15300.0,0.0001654670306941342
15400.0,0.00016469038208168644
15500.0,0.00016394786457906387
15600.0,0.00016317206494248184
15700.0,0.00016245633985866297
15800.0,0.0001617992071838848
15900.0,0.0001611733419292449
16000.0,0.00016061676839062
16100.0,0.00015998720102391808
16200.0,0.00015950235265970174
16300.0,0.00015904572564612326
16400.0,0.00015864202427222972
16500.0,0.0001582528881152081
16600.0,0.00015787811809283233
16700.0,0.0001575795776867318
16800.0,0.00015726979633561374
16900.0,0.00015694891312877657
17000.0,0.00015669069257286117
17100.0,0.00015644555694618273
17200.0,0.00015621338748730767
17300.0,0.00015598190609889253
17400.0,0.00015571473061351605
17500.0,0.00015546055188495918
17600.0,0.00015526744817948918
17700.0,0.00015509887553315238
17800.0,0.00015499070055796651
17900.0,0.0001549306685258347
18000.0,0.0001548826763726477
18100.0,0.000154834713942866
18200.0,0.00015478678120888476
18300.0,0.00015473887814313345
18400.0,0.00015469100471807563
18500.0,0.00015464316090620892
18600.0,0.0001545833977430824
18700.0,0.00015453562046051616
18800.0,0.0001544878727019929
18900.0,0.00015445208124179472
19000.0,0.0001543924656476764
19100.0,0.0001543448062972681
19200.0,0.00015429717636167257
19300.0,0.00015424957581366652
19400.0,0.00015420200462606013
